PUN NAZIV,SKRACENI NAZIV,ADRESA,MATICNI BROJ,PORESKI BROJ,TEKUCI RACUN,PRAVNI OBLIK,DATUM OSNIVANJA,DELATNOST,Telefon,Web,E-mail,OPIS DELATNOSTI,Folder,Pozicija 1,Pozicija 1 Ime,Pozicija 1 Linkedin,Pozicija 1 Telefon,Pozicija 1 Mail,Pozicija 2,Pozicija 2 Ime,Pozicija 2 Linkedin,Pozicija 2 Telefon,Pozicija 2 Mail,Pozicija 3,Pozicija 3 Ime,Pozicija 3 Linkedin,Pozicija 3 Telefon,Pozicija 3 Mail,Pozicija 4,Pozicija 4 Ime,Pozicija 4 Linkedin,Pozicija 4 Telefon,Pozicija 4 Mail,Beleske
DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU TEHNOMAG NS ZA PROIZVODNJU INŽENJERING PROJEKTOVANJE POSREDOVANJE PROMET ROBE NA VELIKO UVOZ-IZVOZ I VRŠENJE USLUGA NOVI SAD,DOO TEHNOMAG NS NOVI SAD,ŠEKSPIROVA 11 21000 Novi Sad,08227632,100187761,340-0000013000041-15,Društvo sa ograničenom odgovornošću,11.1.1991.,Proizvodnja ostalih mašina i aparata opšte namene,+381 21 468 843+381 21 468 566,, ,PROIZVODI:Vatrogasna oprema i zalivni sistemiMašine i uređaji za preradu voćaUSLUGE:uslužno livenjeprojektovanje i izvođenje radova u mašinstvu:projektovanje termo-tehničkih instalacijaprodaja i ugradnja toplotnih pumpi,PROIZVODNJA MAŠINA,Osnivač,Stevan Nikić,,+381 63 809 9455,tehnomagns@gmail.com,Direktor, Danica Zrnić,https://www.linkedin.com/in/danica-zrnic,,,Direktor kvaliteta,,,,,Project manager,,,,,24-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
TERMOMETAL PREDUZEĆE ZA IZRADU OPREME I TERMIČKU OBRADU DOO ADA,TERMOMETAL DOO ADA,INDUSTRIJSKA ULICA 12 24430 Ada- Proizvodnja specijalnih delova alata i konstrukcije29. Novembar br. 13 24430 Ada-Proizvodnja i promet poljoprivredne mehanizacije i rezervnih delova,08391726,101092577,325-9500700000278-40,Društvo sa ograničenom odgovornošću,26.6.1998.,Proizvodnja mašina za obradu metala,+381 24 854 455- Proizvodnja specijalnih delova alata i konstrukcije+381 24 853 030- Proizvodnja i promet poljoprivredne mehanizacije i rezervnih delova,, ,Proizvodni pogon se bavi proizvodnjom vanserijskih delova alata i sklopova proizvode određene proizvode za potrebe istraživačkih i razvojnih centara automobilske industrije.PROIZVODI:Montažni deloviAlatiDeloviPodsklopoviBave se i proizvodnjom rezervnih delova za poljoprivrednu mehanizaciju kao i proizvodnjom poljoprivrednih priključnih mašina.PROIZVODI:Rotaciona kosilicaPoluteške traktorske frezeRotacioni sakupljač senaUSLUGE:CNC glodanjeBušenje i glodanjeErodiranje sa žicomBrušenjeStruganjeVarenjeTermička obradaOzubljenjePovršinska obradaHemijska površinska obradaFarbanjeSečenjeKontrola,PROIZVODNJA MAŠINA,Chief Executive Officer,Nagy Zoltan,https://www.linkedin.com/in/nagy-zoltan,,,General Manager,Kristan Vuletić,https://www.linkedin.com/in/kristan-vuletić,,,Production Support Manager,Zsolt Kókai,https://www.linkedin.com/in/zsolt-kokai,,,Purchasing manager,Robert Vickos,https://www.linkedin.com/in/robert-vickos,,,LinkedIn
PRIVREDNO DRUŠTVO ZA PROIZVODNJU PROMET I USLUGE TROLEX-INŽENJERING DOO TRSTENIK,TROLEX-INŽENJERING DOO TRSTENIK,SVETOG SAVE 21 37240 TRSTENIK,20542063,106164702,205-0070100379250-40,Društvo sa ograničenom odgovornošću,1.6.2009.,Proizvodnja ostalih mašina i aparata opšte namene,+381 37 713 992+381 63 616 817,, office@trolex.rs,Trolex engineering je preduzeće koje se primarno bavi konstrukcijom i proizvodnjom mašina aparata i opreme za peskarenje.PROIZVODI:Komorne peskareMobilne peskareOprema i zaštitaPištolji za peskiranje,PROIZVODNJA MAŠINA,Vlasnik,Miodrag Trošić,,,,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,04-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
AKCIONARSKO DRUŠTVO METALNA INDUSTRIJA ALFA-PLAM VRANJE,ALFA-PLAM AD,RADNIČKA 1 17500 Vranje,07137923,100402750,160-0000000007007-07,Akcionarsko društvo,16.11.1998.,Proizvodnja neelektričnih aparata za domaćinstvo,+381 17 7155 150+381 17 421 121,, office@alfaplam.rs,Osnovna delatnost je proizvodnja grejnih tela na pelet čvrsto tečno i gasovito gorivo štednjaka na struju kao i kombinaciju čvrsto gorivo-struja i struja-gas.PROIZVODI:Peći štednjaci i kotlovi na peleŠtednjaci i peći na čvrsta gorivaKamini i peći na čvrsta gorivaPeći na gasŠtednjaci peći i kamini za etažno grejanjeŠtednjaci i rešoi,PROIZVODNJA_OSTALO,Direktor sektora obezbeđenja kvaliteta,Saša Dimić,,+381 63 470 858,sasa.dimic@alfaplam.rs,Head of Production,Ivica Nikolić,https://www.linkedin.com/in/ivica-nikolić,,,General Manager,Goran Kostić,https://www.linkedin.com/in/goran-kostic,,,Production Manager,Srboljub Veličković,https://www.linkedin.com/in/srboljub-veličković,,,23-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
Amphenol Automotive Technology d.o.o. Trstenik,Amphenol Automotive Technology d.o.o.,Kruševačka 22 37240 TRSTENIK,21364282,110572317,840-0000032249763-94,Društvo sa ograničenom odgovornošću,26.2.2018.,Proizvodnja električne i elektronske opreme za motorna vozila,+381 37 315 0105+381 37 315 0103,jjavorka@amphenol-serbia.com,,PROIZVODI:električna oprema za paljenje i pokretanje motora sa unutrašnjim sagorevanjem:magneti za paljenje dinamo-magneti kalemovi za paljenje svećice za paljenje svećice za zagrevanje starteri generatori (dinamo-mašina alternatora) regleri i dr.brisači i uređaji za odmrzavanje i odmagljivanje električne naprave za otvaranje prozora i vrata na automobilima itd.setovi (garniture) provodnikaregulatori voltaže,PROIZVODNJA_OSTALO,Nabavka,Dušan Ljubičić,https://www.linkedin.com/in/dušan-ljubičić,,,Cutting and crimping Manager,Aleksandar Ćirić,https://www.linkedin.com/in/aleksandar-ciric,,a.ciric000@gmail.com,Direktor kvaliteta,,,,,Project manager,,,,,13-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
PREDUZEĆE ZA PROIZVODNJU PROMET I USLUGE ARILJEMETAL DOO GRDOVIĆI,ARILJEMETAL DOO ARILJE GRDOVIĆI,GRDOVIĆI BB 31230 Arilje,06161715,100787178,205-0070100292171-56,Društvo sa ograničenom odgovornošću,11.9.1992.,Proizvodnja veznih elemenata i vijčanih mašinskih proizvoda,+381 31 893 744,www.ariljemetal.rs,,Bave se proizvodnjom čeličnih konstrukcija za hladnjače I svim vrstama limarsko-bravarskih radova kao i ugradnjom svih vrsta panela.,PROIZVODNJA_OSTALO,Direktor,Mihajlo Krupniković,,,,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,03-05-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
PREDUZEĆE ZA PROIZVODNJU I TRGOVINU AUTOINDUSTRIJA-FKL DOO TEMERIN,AUTOINDUSTRIJA-FKL DOO TEMERIN,INDUSTRIJSKA ZONA BB 21235 Temerin,20596678,106415955,205-0070100400721-35,Društvo sa ograničenom odgovornošću,25.12.2009.,Proizvodnja ležajeva zupčanika i zupčastih pogonskih elemenata,+381 21 6841111,, ,Bave se proizvodnjom ležajeva za primenu na poljoprivrednim mašinama.PROIZVODI:poljuprivredna vučna i priključna mehanizacijarudarska i transportna opremaUSLUGE:StruganjeTermička obradaTvrda obrada - Brušenje,PROIZVODNJA_OSTALO,Development Manager,Željko Djurić,https://www.linkedin.com/in/zeljko-djuric,,,Služba nabavke,,,+381 21 6841 227,nabavka@fkl-serbia.com,Služba logistike,,,+381 21 6841 203,logistics@fkl-serbia.com,Project manager,,,,,28-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
BEOINOX DRUŠTVO ZA PROIZVODNJU I INŽENJERING DOO BEOGRAD (PALILULA),BEOINOX DOO BEOGRAD,PRVA SUTJESKA 19 C 11060 BEOGRAD-PALILULA,06208894,100207948,220-0000000151578-94,Društvo sa ograničenom odgovornošću,29.9.1992.,Proizvodnja ostalih metalnih cisterni rezervoara i kontejnera,+381 11 331 77 89+381 11 331 77 46+381 11 331 77 42,, office@beoinox.co.rs,Bave se proizvodnjom inženjeringom servisom montažom uvozom izvozom plasmanom i zastupništvom opreme uređaja i rezervnih delova za prehrambenu farmaceutsku hemijsku i druge industrije.PROIZVODI:Rezervoari i sudoviFillteriProcesna oprema fermentoriAutocisterneCIP-oviArmatureCentrifugalne pumpePasteri hladionici i predgrejačiMikseri i mešačiOprema za Craft pivareOprema za ugostiteljstvoMontažaPrijemna jedinicaProizvode za industrije:Prehrambenu industrijuIndustriju vode sokova i pićaFarmaceutsku i hemijsku industriju,PROIZVODNJA_OSTALO,Key Account Manager,Veljko Nikolić,https://www.linkedin.com/in/veljko-nikolić,,,Project Manager,Ivan Zivković,https://www.linkedin.com/in/ivan-zivkovic,,,Direktor kvaliteta,,,,,Project manager,,,,,28-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU I PROMET BIN METAL ČAČAK,DOO BIN METAL,Živote Mladenovića 5 32000 Čačak,07968078,101115191,145-0070100038895-67,Društvo sa ograničenom odgovornošću,18.5.1992.,Proizvodnja žičanih proizvoda lanaca i opruga;,+381 32 352 410+381 32 352 400,binmetal@eunet.rs,,Bave se proizvodnjom opruga i ostalih žičanih proizvoda.PROIZVODI:PRITISNE OPRUGEZATEZNE OPRUGETORZIONE OPRUGELISNATE I TANJIRASTE OPRUGESPECIJALNE OPRUGEOSTALI PROIZVODI (razne vrsta stalaka),PROIZVODNJA_OSTALO,Direktor,Ivan Čvrkić,,,,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,05-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
PREDUZEĆE ZA PROIZVODNJU TRGOVINU I USLUGE BISI DOO STARA PAZOVA,BISI DOO STARA PAZOVA,Jovana Veselinova 6 22300 Stara Pazova,20188766,104552170,170-0030022057001-30,Društvo sa ograničenom odgovornošću,9.8.2006.,Proizvodnja električnih aparata za domaćinstvo,+381 022 315 828+381 22 215 6681,, ;export@ bisi-hotplates.com,Proizvodnja električnih aparata za domaćinstvo.,PROIZVODNJA_OSTALO,Managing Director,Dragan Bilbija,,+381 11 2177 697,dragan@bisi-hotplates.com,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,22-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
BizLink Technology SRB društvo sa ograničenom odgovornošću Prokuplje,BizLink Technology SRB d.o.o.,Vasilija Đurovića Žarkog 56 18400 PROKUPLJE,20933011,108108528,840-0000031943763-86,Društvo sa ograničenom odgovornošću,7.6.2013.,Proizvodnja ostale električne opreme,+381 27 240 450,, ,Kompanija BizLink je industrija kablova i kablovkskih sistema namenjenih aparatima za domaćinstvo i električnim uređajima.,PROIZVODNJA_OSTALO,Laboratory and Metrology Quality Engineer,Aleksandar Stanković,https://www.linkedin.com/in/aleksandar-stanković,,,Project Leader,Sandra Zdravković,https://www.linkedin.com/in/sandra-zdravkovic,,,Quality Manager,Marko Martinović,https://www.linkedin.com/in/marko-martinovic,,,Process Project Engineer,Nikola Spasković,https://www.linkedin.com/in/nikola-spaskovic,,nikola.spaskovic1992@gmail.com,04-05-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
CIP CENTAR ZA INFORMATIČKI INŽENJERING I PROJEKTOVANJE DOO KRALJEVO,CIP DOO KRALJEVO,AERODROMSKA 5 36000 KRALJEVO,06637710,101593993,160-0053800030133-06,Društvo sa ograničenom odgovornošću,1.2.1993.,Proizvodnja kablova od optičkih vlakana,+381 36 319400,,,Bave se proizvodnjom kablova od optičkih vlakana.PROIZVODI: Optički završni kablOptički prespojni kablOptički distributivni razdelniciOptičke završne kutijeOptičke korisničke kutijeOptički preterminisani instalacioni kabloviIndustrijski prespojni optički kabloviVojni optički prespojni kabloviEmisioni optički kablovi,PROIZVODNJA_OSTALO,CEO CIP,Branko Rakanović,https://www.linkedin.com/in/branko-rakanovic,,branko.rakanovic@cip-networks.rs,Head of Maintenance,Vladimir Seničić,https://www.linkedin.com/in/vladimir-senicic,,,Project Administrative Assistant,Mladen Čubrić,https://www.linkedin.com/in/mladen-čubrić,,,Project manager,,,,,07-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU TRGOVINU I USLUGE SIMOVIĆ MILIJA TRNAVA,DOO SIMOVIĆ MILIJA,Trnava bb 32104 ČAČAK,07714084,100895817,325-9601600002098-41,Društvo sa ograničenom odgovornošću,8.12.1999.,Proizvodnja ostalih metalnih proizvoda,+381 69 435 4440,www.simovicmilija.com , marijamitrovic@simovicmilija.com,Bave se obradom svih vrsta metala i izradom metalnih delova – alata za potrebe industrijskih pogona.Bave se sečenjem metala obradom metala (glodanje brušenje bušenje finiširanje farbanje) izradom mašinskih sklopova i mašina po dokumentaciji izradom metalnih konstrukcija.USLUGE:SEČENJE STRUGANJE BUŠENJE GLODANJE BRUŠENJE IZRADA DELOVA,PROIZVODNJA_OSTALO,Vlasnik,Marija Simovic,https://www.linkedin.com/in/marija-simovic,,,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,13-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
PREDRAG BLAGOJEVIĆ PR SAMOSTALNA ZANATSKA RADNJA DPT BLAGOJEVIĆ LJUBIĆ,PREDRAG BLAGOJEVIĆ PR SAMOSTALNA ZANATSKA RADNJA DPT BLAGOJEVIĆ LJUBIĆ,Miluna Gavrića 21 32103 ČAČAK,62647728,107302765,155-0071700083300-60,Preduzetnik,26.10.2011.,Proizvodnja veznih elemenata i vijčanih mašinskih proizvoda,+381 65 664 96 44,dtblagojevic@gmail.com,,Bave se obradom metala i legura na CNC strugovima i CNC glodalicama.,PROIZVODNJA_OSTALO,Vlasnik,Predrag Blagojević,https://www.linkedin.com/in/predrag-blagojevic,,,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,28-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
DRUŠTVO ZA PROIZVODNJU I INŽENJERING ELBI DOO VALJEVO,ELBI DOO VALJEVO,LJUBOSTINJSKA 12 14000 VALJEVO,06377017,100067992,205-0000000004198-07,Društvo sa ograničenom odgovornošću,17.2.1992.,Proizvodnja opreme za distribuciju električne energije i opreme za upravljanje električnom energijom,+381 14 290 851+381 14 290 861,, elbicom@gmail.com,PROIZVODI: IzolatoriMetalne konzole i čelično-rečetkasti stuboviNN postolja i osiguračke letveOdvodnici prenaponaOrmani VN i NN blokovi za TSRastavljači,PROIZVODNJA_OSTALO,Direktor,Živorad Cvetković,,+381 14 222 388,,Kvalitet,Milan Jovanović,,+381 14 222 388,,Nabavka,Igor Tasić,,+381 14 222 388,,Proizvodnja,Dragan Aleksić,,+381 14 222 388,,13-04-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
DAVID MARTIĆ PR IZRADA ELEMENATA ZA MAŠINE ELEMENT 2018 ŠABAC,DAVID MARTIĆ PR IZRADA ELEMENATA ZA MAŠINE ELEMENT 2018 ŠABAC,Dalmatinska 2 15000 ŠABAC,65068516,110910152,160-6000001509135-22,Preduzetnik,6.7.2018.,Proizvodnja veznih elemenata i vijčanih mašinskih proizvoda,+381 15 370517+381 65 3215778,martic.david@gmail.com,,Bave se proizvodnjom veznih elemenata i vijčanih mašinskih proizvoda.PROIZVODI:osovinice zakovice podložne pločice i sl. bez navojavijčani mašinski proizvodi (zavrtnjai šrafovi navrtke dr.),PROIZVODNJA_OSTALO,Vlasnik,David Martić,,,martic.david@gmail.com,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,05-05-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
ELIXIR PRAHOVO INDUSTRIJA HEMIJSKIH PROIZVODA DOO PRAHOVO,ELIXIR PRAHOVO DOO,Braće Jugovića 2 19330 Prahovo Borski okrug,07309783,100777129,165-0007009643294-87,Društvo sa ograničenom odgovornošću,8.4.1992.,Proizvodnja veštačkih đubriva i azotnih jedinjenja,+381 19 319 50 20,, office@elixirprahovo.rs,PROIZVODI:ALUMOFLUORFOSFORNA KISELINAELIXIR MINERALNA ĐUBRIVA,PROIZVODNJA_OSTALO,Direktor,Strahinja Golubovic,https://www.linkedin.com/in/strahinja-golubovic,,,Mechanical Maintenance Engineer,Aleksandar Grujić,https://www.linkedin.com/in/aleksandar-grujić,,,Technologist,Vladimir Čokanović,https://www.linkedin.com/in/vladimir-čokanović,,,Investment and development manager,Aleksandar Stanković,https://www.linkedin.com/in/aleksandar-stanković,,,24-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
ELRAD SERBIA PREDUZEĆE ZA RAZVOJ I PROIZVODNJU ELEKTRONSKIH UREDJAJA DOO VLASOTINCE,ELRAD SERBIA DOO VLASOTINCE,29. NOVEMBARA BB 16210 VLASOTINCE,17557351,103355427,170-0030017708940-41,Društvo sa ograničenom odgovornošću,9.3.2004.,Proizvodnja električnih aparata za domaćinstvo,+381 16 230 600,, elradserbia@elrad-int.rs,Bave se proizvodnjom elektronski sklopova za industriju električnih alata projektovanjem i proizvodnjom elektronskih (pogonskih) kontrolora kablovskih setova i senzorske tehnologije.USLUGE:USLUGE ELEKTRONSKOG I MAŠINSKOG INŽENJERINGAOPREMA ZA TESTIRANJEPROIZVODNJA KABLOVAIZRADA ALATAINJEKCIJSKI KALUPIMETALNO UTISKIVANJE I SAVIJANJE,PROIZVODNJA_OSTALO,Plant manager,Mile Raicevic,https://www.linkedin.com/in/mile-raicevic,,,IT Manager,Igor Ljubenović,https://www.linkedin.com/in/igor-ljubenovic,,igor.ljubenovic@ elrad-int.si,Quality,Branko Mašanović,,+381 16 230 604,branko.masanovic@elrad-int.si,Čedomir Božilović,,,+381 16 230 604,cedomir.bozilovic@elrad-int.si,LinkedIn
SAMOSTALNA ZANATSKA RADNJA ELSOL NIKOLA NIKOLIĆ PREDUZETNIK POŽAREVAC,SAMOSTALNA ZANATSKA RADNJA ELSOL NIKOLA NIKOLIĆ PREDUZETNIK POŽAREVAC,HAJDUK VELJKOVA 196 12000 POŽAREVAC,54318472,100438601,265-6310310004587-08,Preduzetnik,1.3.1999.,Proizvodnja neelektričnih aparata za domaćinstvo,012/7525 290063/368 341063/374 861,, office@elsol.rs,Osnovna delatnost firme ELSOL je proizvodnja solarnih kolektora i solarne opreme instalacija solarnih sistema za grejanje sanitarne vode bazena kao i ispomoć grejanjuUSLUGE:PROJEKTUJU SOLARNE SISTEMEPROIZVODE (Solarne kolektore  solarnu automatiku  solarne module)MONTIRAJU – IZVODEINŽENJERING,PROIZVODNJA_OSTALO,Vlasnik,Nikola Nikolić,,,,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,28-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
DRUŠTVO ZA PROIZVODNJU I INŽENJERING EM DIP DOO NIŠ,EM DIP DOO NIŠ,Gutenbergova 14 18000 NIŠ,06357148,101532457,205-0000000108372-19,Društvo sa ograničenom odgovornošću,19.12.1997.,Proizvodnja ostalih metalnih proizvoda,+381 18 201 201- Sedište+381 18 4661 831- Postrojenje,, Sedište Postrojenje,EM DIP su zastupnici kompanije HPM srl koja je proizvođač plazma I fiber lasers mašina.TEHNOLOGIJE: Obrada čeličnih limova (Savijanje na valjcima Savijanje na apkant presama)Obrada metala plastičnom deformacijom ( Sečenje makazama)Sečenje metala (Lasersko Plazmom)Razvoj proizvodaPROIZVODI:Izrada čeličnih zavarenih konstrukcijaIzrada elemenata na 3D laseruIzrada elemenata plazma sečenjemIzrada projektne dokumentacije,PROIZVODNJA_OSTALO,Direktor,Miodrag Dinić,,,,Zamenik direktora,Nebojša Dinić,https://www.linkedin.com/in/stevan-joksimovic,,,Quality Control Technician,Stevan Joksimović,https://www.linkedin.com/in/stevan-joksimovic,,,Project manager,,,,,29-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
EURO COM DOO DRUŠTVO ZA INŽENJERING I ZASTUPSTVO BEOGRAD (SAVSKI VENAC),EURO COM DOO BEOGRAD,LOMINA 31 11000 BEOGRAD,06422667,102493506,325-9602600000417-35,Društvo sa ograničenom odgovornošću,25.12.1992.,Proizvodnja računara i periferne opreme,011/3617-412,, ;zeljko.stekovic@eurocom.rs,EuroCom je ovlašćeni Siemens PLM partner.EuroCom obezbeđuje potpuna rešenja iz oblasti:Projekt inženjeringa​​Simulacije i optimizacija sistema​Razvoja i održavanja sistemskog i aplikativnog softveraRazvoja i održavanje hardvera Umrežavanja i održavanja računarskih sistemaŠkolovanja i sertifikacije,PROIZVODNJA_OSTALO,Sales Manager,Aleksandar Vidojković,https://www.linkedin.com/in/aleksandar-vidojkovic,+381 63 27 1940,aleksandar.vidojkovic@eurocom.rs,Direktor održavanja,,,,,Direktor kvaliteta,,,,,Project manager,,,,,21-03-2023 dokument napravila Ivana Lojanica05-03-2023 Direktora kontrole kontaktirala Mila MIlićević postoji potencijal za
